Neptune
                 x:                  y:                  z:                  t: 
         10560.25221        -2831.800576        -185.0559949               0.344
         10560.25221        -2831.800573         -185.055995               0.345
         10560.25221         -2831.80057        -185.0559951               0.346
         10560.25221        -2831.800567        -185.0559952               0.347
         10560.25221        -2831.800564        -185.0559953               0.348
         10560.25221        -2831.800561        -185.0559953               0.349
         10560.25221        -2831.800558        -185.0559954                0.35
         10560.25221        -2831.800554        -185.0559955               0.351
         10560.25221        -2831.800551        -185.0559956               0.352
         10560.25222        -2831.800548        -185.0559957               0.353
         10560.25222        -2831.800545        -185.0559957               0.354
         10560.25222        -2831.800542        -185.0559958               0.355
         10560.25222        -2831.800539        -185.0559959               0.356
         10560.25222        -2831.800536         -185.055996               0.357
         10560.25222        -2831.800533        -185.0559961               0.358
         10560.25222         -2831.80053        -185.0559962               0.359
         10560.25222        -2831.800527        -185.0559962                0.36
         10560.25222        -2831.800524        -185.0559963               0.361
         10560.25222        -2831.800521        -185.0559964               0.362
         10560.25222        -2831.800518        -185.0559965               0.363
         10560.25222        -2831.800515        -185.0559966               0.364
         10560.25222        -2831.800512        -185.0559966               0.365
         10560.25223        -2831.800509        -185.0559967               0.366
         10560.25223        -2831.800506        -185.0559968               0.367
         10560.25223        -2831.800503        -185.0559969               0.368
         10560.25223          -2831.8005         -185.055997               0.369
         10560.25223        -2831.800496         -185.055997                0.37
         10560.25223        -2831.800493        -185.0559971               0.371
         10560.25223         -2831.80049        -185.0559972               0.372
         10560.25223        -2831.800487        -185.0559973               0.373
         10560.25223        -2831.800484        -185.0559974               0.374
         10560.25223        -2831.800481        -185.0559975               0.375
         10560.25223        -2831.800478        -185.0559975               0.376
         10560.25223        -2831.800475        -185.0559976               0.377
         10560.25224        -2831.800472        -185.0559977               0.378
         10560.25224        -2831.800469        -185.0559978               0.379
         10560.25224        -2831.800466        -185.0559979                0.38
         10560.25224        -2831.800463        -185.0559979               0.381
         10560.25224         -2831.80046         -185.055998               0.382
